"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"R-MMU-1280215","R-MMU-1280215","Cytokine Signaling in Immune system",343,0.419430182397636,1.49438097430676,0.00020240866309078,0.0182535812532776,0.01654133954828,2278,"tags=24%, list=17%, signal=21%","Gh/Edar/Mx2/Il6/Il4/Tslp/Isg15/Usp18/Tnfrsf13c/Cntfr/Ifng/Il1a/Cd4/Psmb9/Tnfrsf4/Socs1/Ifit1bl2/Il12rb1/Il11ra1/Flt3/Mapk10/Csf2/Psmb8/Il15/Stat4/Ube2l6/Il20rb/Il2rb/Cd27/Psmb10/Ptprz1/Nfkbia/Uba7/Il7r/Irf9/Peli2/Lck/Il2ra/Tnfrsf8/Irs2/Ctsg/Cd40/Mapkapk3/Ebi3/Grap2/Psme1/Il33/Tnfrsf13b/Tnfrsf18/Map3k8/Jun/Socs3/Map2k6/Il27/Fos/Rps6ka5/Lta/Ltb/Tnfsf12/Psme2/Il1rl2/H3c7/Cdkn1b/Ubb/Snap25/Flt3l/Il2rg/Tifa/Il15ra/Il10ra/Eif2ak2/Tnfsf13b/Il1rn/Ubc/H3c6/Peli3/Camk2a/Il1b/Ctf1/Peli1/Sla/Osm/Nod1/Casp1"
"R-MMU-388841","R-MMU-388841","Costimulation by the CD28 family",57,0.601306285767244,1.83055998904533,0.000243249817562637,0.020108651585178,0.0182223986139028,1472,"tags=32%, list=11%, signal=28%","H2-Eb2/Cd247/Icos/Cd4/Cd3e/Pdcd1/Cd28/Ctla4/Pdcd1lg2/Btla/Cd3g/Pak3/Lck/Cd3d/Icosl/Grap2/Map3k8/Cd86"
"R-MMU-983170","R-MMU-983170","Antigen Presentation: Folding, assembly and peptide loading of class I MHC",29,0.732280468156548,1.99250822431582,0.000264830508474576,0.0202086049543677,0.0183129760516023,1484,"tags=52%, list=11%, signal=46%","H2-M2/Gm8909/H2-Q6/Gm7030/H2-T23/H2-Q1/H2-Q4/H2-Q10/H2-M3/B2m/H2-K1/Tap1/H2-Q2/Tapbp/Tap2"
"R-MMU-4615885","R-MMU-4615885","SUMOylation of DNA replication proteins",41,-0.572018070944921,-2.03868856579347,0.000465332712889716,0.0288506281991624,0.0261443511057775,3138,"tags=73%, list=23%, signal=56%","Pias4/Ube2i/Nup98/Nup62/Nup153/Pom121/Nup54/Aaas/Nup133/Nup93/Nup88/Top2b/Nup160/Nup214/Cdca8/Nup37/Aurkb/Nup43/Incenp/Seh1l/Nupl1/Nupl2/Nup155/Rangap1/Ranbp2/Nup107/Nup188/Tpr/Ndc1/Top2a"
"R-MMU-159231","R-MMU-159231","Transport of Mature mRNA Derived from an Intronless Transcript",40,-0.574769285741443,-2.03574637232055,0.00046189376443418,0.0288506281991624,0.0261443511057775,4659,"tags=72%, list=34%, signal=48%","Sec13/Nup98/Nup62/Nup153/Pom121/Nup54/Aaas/Cpsf1/Eif4e/Nup133/Nup93/Nup88/Nup160/Nup214/Nup37/Fip1l1/Nup43/Sympk/Seh1l/Nupl1/Cpsf2/Nupl2/Ncbp1/Nup155/Ranbp2/Nup107/Nup188/Tpr/Ndc1"
"R-MMU-159234","R-MMU-159234","Transport of Mature mRNAs Derived from Intronless Transcripts",41,-0.559793184036361,-1.99511872346763,0.000465332712889716,0.0288506281991624,0.0261443511057775,4659,"tags=71%, list=34%, signal=47%","Sec13/Nup98/Nup62/Nup153/Pom121/Nup54/Aaas/Cpsf1/Eif4e/Nup133/Nup93/Nup88/Nup160/Nup214/Nup37/Fip1l1/Nup43/Sympk/Seh1l/Nupl1/Cpsf2/Nupl2/Ncbp1/Nup155/Ranbp2/Nup107/Nup188/Tpr/Ndc1"
"R-MMU-6805567","R-MMU-6805567","Keratinization",16,-0.769457534688267,-2.15473366303176,0.000650618087182824,0.0322706571242681,0.0292435708660069,359,"tags=38%, list=3%, signal=37%","Cdsn/Krt80/Krt20/Pkp1/Krt79/Krt76"
"R-MMU-6809371","R-MMU-6809371","Formation of the cornified envelope",16,-0.769457534688267,-2.15473366303176,0.000650618087182824,0.0322706571242681,0.0292435708660069,359,"tags=38%, list=3%, signal=37%","Cdsn/Krt80/Krt20/Pkp1/Krt79/Krt76"
"R-MMU-5576886","R-MMU-5576886","Phase 4 - resting membrane potential",11,-0.809310023326707,-2.03707835098928,0.000584795321637427,0.0322706571242681,0.0292435708660069,458,"tags=55%, list=3%, signal=53%","Kcnj2/Kcnj12/Kcnk2/Kcnk10/Kcnk3/Kcnk12"
"R-MMU-9013106","R-MMU-9013106","RHOC GTPase cycle",63,-0.475167654996429,-1.85773625604063,0.000595592614651578,0.0322706571242681,0.0292435708660069,2724,"tags=40%, list=20%, signal=32%","Arhgap32/Racgap1/Fmnl3/Arhgef17/Abr/Vangl1/Arhgef11/Arhgap39/Lbr/Rock1/Cit/Arhgap35/Depdc1b/Diaph1/Anln/Bcr/Lman1/Tjp2/Tfrc/Iqgap1/Slk/Rock2/Iqgap3/Diaph3/Pkn3"
"R-MMU-141424","R-MMU-141424","Amplification of signal from the kinetochores",87,-0.555166285359404,-2.29891709274113,0.000782472613458529,0.0326988051091883,0.0296315572615098,2385,"tags=44%, list=18%, signal=36%","Cenpc1/Cdca8/Nup37/Ckap5/Plk1/Sgo2a/Aurkb/Zwilch/Ercc6l/Nup43/Cdc20/Incenp/Ahctf1/Spdl1/Cenpi/Cenpn/Seh1l/Rcc2/Zwint/Kif2a/Clasp1/Spc25/Ndc80/Kif18a/Rangap1/Ranbp2/Clip1/Nuf2/Nup107/Dync1h1/Kif2c/Sgo1/Cenpe/Cenpf/Bub1b/Bub1/Cenpu/Kntc1"
"R-MMU-141444","R-MMU-141444","Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal",87,-0.555166285359404,-2.29891709274113,0.000782472613458529,0.0326988051091883,0.0296315572615098,2385,"tags=44%, list=18%, signal=36%","Cenpc1/Cdca8/Nup37/Ckap5/Plk1/Sgo2a/Aurkb/Zwilch/Ercc6l/Nup43/Cdc20/Incenp/Ahctf1/Spdl1/Cenpi/Cenpn/Seh1l/Rcc2/Zwint/Kif2a/Clasp1/Spc25/Ndc80/Kif18a/Rangap1/Ranbp2/Clip1/Nuf2/Nup107/Dync1h1/Kif2c/Sgo1/Cenpe/Cenpf/Bub1b/Bub1/Cenpu/Kntc1"
"R-MMU-68962","R-MMU-68962","Activation of the pre-replicative complex",30,-0.632867722581482,-2.09280518249608,0.000823045267489712,0.0326988051091883,0.0296315572615098,2353,"tags=50%, list=17%, signal=41%","Mcm7/Mcm10/Dbf4/Mcm6/Cdt1/Mcm5/Mcm3/Pola1/Mcm4/Mcm2/Orc2/Cdc45/Pole2/Pole/Orc1"
"R-MMU-3301854","R-MMU-3301854","Nuclear Pore Complex (NPC) Disassembly",31,-0.590241196973642,-1.97517673458022,0.000824062628759786,0.0326988051091883,0.0296315572615098,4659,"tags=87%, list=34%, signal=57%","Rae1/Cdk1/Sec13/Nup98/Nup62/Nup153/Pom121/Nup54/Aaas/Nup133/Nup93/Nup88/Nup160/Nup214/Nup37/Ccnb2/Nup43/Seh1l/Nupl1/Nupl2/Nup155/Ranbp2/Nup107/Nup188/Ccnb1/Tpr/Ndc1"
"R-MMU-418594","R-MMU-418594","G alpha (i) signalling events",157,0.465113344843174,1.58499731176784,0.000747623624906547,0.0326988051091883,0.0296315572615098,1897,"tags=31%, list=14%, signal=27%","Sst/Ppp1r1b/Cxcl10/Drd4/Ccr7/Rgs9/Ccl5/S1pr5/Adora1/Ccr8/Cxcr5/Cxcl1/Tas1r1/Pde1c/Cxcl9/Rgs4/Gng8/Gng3/C3/P2ry14/Ccl27a/Rgs16/Gpr37/Ccl4/Cxcl11/Rgs8/Gngt2/Penk/Rgs3/Rgs5/Cxcr3/Pde4b/Cxcl16/Mchr1/S1pr3/Ccl11/Rxfp3/Gnai1/Cxcl12/Pde1b/Gna15/Gpr18/Gpr183/Rgs18/Rgs1/Gpsm3/Hcar2/Gpr37l1"
"R-MMU-9648025","R-MMU-9648025","EML4 and NUDC in mitotic spindle formation",99,-0.450252482758759,-1.90475973118581,0.000874125874125874,0.0333512641204949,0.0302228136236233,2385,"tags=39%, list=18%, signal=33%","Cenpc1/Cdca8/Nup37/Ckap5/Plk1/Sgo2a/Aurkb/Zwilch/Ercc6l/Nup43/Cdc20/Incenp/Ahctf1/Spdl1/Cenpi/Cenpn/Seh1l/Rcc2/Zwint/Kif2a/Clasp1/Spc25/Ndc80/Kif18a/Rangap1/Ranbp2/Clip1/Nuf2/Tubb6/Nup107/Dync1h1/Kif2c/Sgo1/Cenpe/Cenpf/Bub1b/Bub1/Cenpu/Kntc1"
"R-MMU-69618","R-MMU-69618","Mitotic Spindle Checkpoint",104,-0.530529467792388,-2.27027806706572,0.000914076782449726,0.0335838580811159,0.0304335895599246,2385,"tags=40%, list=18%, signal=34%","Cenpc1/Cdc27/Cdca8/Nup37/Ckap5/Plk1/Sgo2a/Aurkb/Zwilch/Ercc6l/Ube2c/Anapc1/Cdc23/Nup43/Cdc20/Incenp/Ahctf1/Spdl1/Cenpi/Cenpn/Seh1l/Rcc2/Zwint/Kif2a/Clasp1/Spc25/Ndc80/Kif18a/Rangap1/Ranbp2/Clip1/Nuf2/Nup107/Dync1h1/Kif2c/Sgo1/Cenpe/Cenpf/Bub1b/Bub1/Cenpu/Kntc1"
"R-MMU-2500257","R-MMU-2500257","Resolution of Sister Chromatid Cohesion",110,-0.452657219977342,-1.94878162807988,0.00099304865938431,0.0349406502060512,0.0316631104371474,2580,"tags=52%, list=19%, signal=42%","Ppp2r5e/Rad21/Xpo1/Nup133/Nde1/Dync1li2/Smc1a/Taok1/Smc3/Cenpa/Mis12/Dync1li1/Pds5b/Nup160/Wapl/Cenpc1/Cdca8/Nup37/Ckap5/Plk1/Sgo2a/Aurkb/Zwilch/Ercc6l/Ccnb2/Nup43/Cdc20/Incenp/Ahctf1/Spdl1/Cenpi/Cenpn/Seh1l/Rcc2/Zwint/Kif2a/Clasp1/Spc25/Ndc80/Kif18a/Rangap1/Ranbp2/Clip1/Nuf2/Tubb6/Nup107/Ccnb1/Dync1h1/Kif2c/Cdca5/Sgo1/Cenpe/Cenpf/Bub1b/Bub1/Cenpu/Kntc1"
"R-MMU-8856688","R-MMU-8856688","Golgi-to-ER retrograde transport",113,-0.372519509878637,-1.6093931068479,0.00102145045965271,0.0349406502060512,0.0316631104371474,2907,"tags=37%, list=21%, signal=29%","Pafah1b2/Copb2/Rab18/Dctn4/Dync1li1/Napg/Pla2g4a/Racgap1/Copb1/Copa/Rab3gap2/Gbf1/Arcn1/Rab6a/Nsf/Kif3b/Kif26b/Kifc1/Tmed7/Bicd2/Rint1/Kif2a/Kif21b/Arfgap3/Galnt1/Kif18a/Galnt2/Tubb6/Kdelr3/Kif23/Dync1h1/Kif2c/Kif18b/Kif5b/Cenpe/Kifc5b/Kif4/Kif20b/Kif20a/Kif15/Kif11/Rab6b"
"R-MMU-159227","R-MMU-159227","Transport of the SLBP independent Mature mRNA",33,-0.586499694483581,-1.99561226126785,0.00126849894291755,0.0355084654758922,0.0321776628994184,4659,"tags=76%, list=34%, signal=50%","Sec13/Nup98/Nup62/Nup153/Pom121/Nup54/Aaas/Eif4e/Nup133/Nup93/Nup88/Nup160/Nup214/Nup37/Nup43/Seh1l/Nupl1/Nupl2/Ncbp1/Nup155/Ranbp2/Nup107/Nup188/Tpr/Ndc1"
"R-MMU-5578749","R-MMU-5578749","Transcriptional regulation by small RNAs",32,-0.58939285543037,-1.99006122538427,0.00126315789473684,0.0355084654758922,0.0321776628994184,4659,"tags=81%, list=34%, signal=53%","Sec13/Nup98/Nup62/Nup153/Pom121/Ran/Nup54/Aaas/Nup133/Nup93/Nup88/Nup160/Nup214/Nup37/Nup43/Seh1l/Nupl1/Ipo8/Nupl2/Nup155/Ranbp2/Nup107/Nup188/Tpr/Ago2/Ndc1"
"R-MMU-159230","R-MMU-159230","Transport of the SLBP Dependant Mature mRNA",34,-0.56876366211259,-1.94388798088108,0.00128700128700129,0.0355084654758922,0.0321776628994184,4659,"tags=74%, list=34%, signal=48%","Sec13/Nup98/Nup62/Nup153/Pom121/Nup54/Aaas/Eif4e/Nup133/Nup93/Nup88/Nup160/Nup214/Nup37/Nup43/Seh1l/Nupl1/Nupl2/Ncbp1/Nup155/Ranbp2/Nup107/Nup188/Tpr/Ndc1"
"R-MMU-5663220","R-MMU-5663220","RHO GTPases Activate Formins",124,-0.440467353151651,-1.93169861185465,0.0011001100110011,0.0355084654758922,0.0321776628994184,2554,"tags=38%, list=19%, signal=31%","Nup160/Diaph2/Fmnl3/Dvl3/Cenpc1/Cdca8/Nup37/Ckap5/Plk1/Sgo2a/Aurkb/Zwilch/Ercc6l/Nup43/Cdc20/Incenp/Ahctf1/Spdl1/Cenpi/Cenpn/Seh1l/Rcc2/Mrtfa/Zwint/Dvl1/Kif2a/Clasp1/Spc25/Ndc80/Kif18a/Rangap1/Ranbp2/Clip1/Nuf2/Diaph1/Tubb6/Nup107/Dync1h1/Kif2c/Sgo1/Cenpe/Cenpf/Bub1b/Diaph3/Bub1/Cenpu/Kntc1"
"R-MMU-170822","R-MMU-170822","Regulation of Glucokinase by Glucokinase Regulatory Protein",28,-0.594693672131534,-1.93016172938958,0.00118906064209275,0.0355084654758922,0.0321776628994184,4659,"tags=82%, list=34%, signal=54%","Sec13/Nup98/Nup62/Nup153/Pom121/Nup54/Aaas/Nup133/Nup93/Nup88/Nup160/Nup214/Nup37/Nup43/Seh1l/Nupl1/Nupl2/Nup155/Ranbp2/Nup107/Nup188/Tpr/Ndc1"
"R-MMU-176187","R-MMU-176187","Activation of ATR in response to replication stress",33,-0.563742519784251,-1.91817914870368,0.00126849894291755,0.0355084654758922,0.0321776628994184,2827,"tags=48%, list=21%, signal=38%","Mcm7/Chek1/Rad9a/Mcm10/Hus1/Dbf4/Mcm6/Mcm5/Mcm3/Mcm4/Mcm2/Orc2/Cdc45/Clspn/Orc1/Cdc25c"
"R-MMU-211000","R-MMU-211000","Gene Silencing by RNA",41,-0.517247238233332,-1.84348377059591,0.00139599813866915,0.0355084654758922,0.0321776628994184,4837,"tags=76%, list=36%, signal=49%","Ago1/Tsnax/Sec13/Nup98/Nup62/Nup153/Pom121/Ran/Nup54/Tnrc6b/Tarbp2/Aaas/Nup133/Nup93/Nup88/Nup160/Nup214/Nup37/Ago3/Nup43/Seh1l/Nupl1/Ipo8/Nupl2/Nup155/Ranbp2/Nup107/Nup188/Tpr/Ago2/Ndc1"
"R-MMU-166663","R-MMU-166663","Initial triggering of complement",11,0.809927638029768,1.78732397580933,0.00136736554238833,0.0355084654758922,0.0321776628994184,2003,"tags=82%, list=15%, signal=70%","C1s2/C1ra/C4b/C3/C1qa/Masp1/C1qb/C2/C1qc"
"R-MMU-982772","R-MMU-982772","Growth hormone receptor signaling",10,0.823390747933741,1.7763864589458,0.00138931769064526,0.0355084654758922,0.0321776628994184,13,"tags=10%, list=0%, signal=10%","Gh"
"R-MMU-72202","R-MMU-72202","Transport of Mature Transcript to Cytoplasm",76,-0.414538710417492,-1.67174605625935,0.00139178844815588,0.0355084654758922,0.0321776628994184,4718,"tags=55%, list=35%, signal=36%","Gle1/Sec13/Nup98/Nup62/Nup153/Srsf11/Pom121/Thoc5/Nup54/Thoc2/Aaas/Slu7/Cpsf1/Eif4e/Nup133/Nup93/Srrm1/Dhx38/Nup88/Zc3h11a/Rnps1/Nup160/Nup214/Thoc1/Cdc40/Fyttd1/Nup37/Fip1l1/Srsf1/Nup43/Sympk/Seh1l/Nupl1/Cpsf2/Nupl2/Ncbp1/Nup155/Ranbp2/Nup107/Nup188/Tpr/Ndc1"
"R-MMU-2980766","R-MMU-2980766","Nuclear Envelope Breakdown",47,-0.512392287950379,-1.8764763772856,0.00147856086742238,0.0366683095120749,0.0332287100204923,3138,"tags=70%, list=23%, signal=54%","Sec13/Nup98/Nup62/Nup153/Nek9/Pom121/Nup54/Aaas/Lmnb1/Nup133/Nup93/Nup88/Lpin2/Cnep1r1/Nup160/Nup214/Prkca/Nup37/Plk1/Ccnb2/Nup43/Seh1l/Nupl1/Nupl2/Nup155/Ranbp2/Nup107/Nup188/Ccnb1/Lpin3/Tpr/Ndc1/Prkcb"
"R-MMU-373076","R-MMU-373076","Class A/1 (Rhodopsin-like receptors)",135,0.470828773086637,1.58369910922011,0.00152273221666304,0.0368426916812131,0.0333867346092487,1923,"tags=38%, list=14%, signal=33%","Sst/Cxcl10/Drd4/Ccl17/Ccr7/Gpha2/Htr2a/Ccl5/Ccl22/Hrh3/S1pr5/Adora1/Ccr8/Cxcr5/Plppr3/Cxcl1/P2ry10/Gpr132/Cxcl9/C3/Ptafr/Npff/Kiss1r/Ccrl2/Ackr4/P2ry14/Adora2a/Ccl27a/Ccl3/Gpr37/Ccl4/Cxcl11/Penk/Gpr65/Cxcr3/Cxcl16/Mchr1/Ffar2/S1pr3/Ccl11/Rxfp3/Cxcl12/Nmb/Adrb2/Adora2b/Gpr18/Gpr183/S1pr1/Hcar2/Gpr37l1/P2ry1"
"R-MMU-68877","R-MMU-68877","Mitotic Prometaphase",179,-0.429983544526752,-1.98486977065481,0.00180831826401447,0.0379117939310556,0.0343555518008504,2580,"tags=45%, list=19%, signal=37%","Nup133/Cep131/Nde1/Dync1li2/Eml4/Smc1a/Csnk2a1/Taok1/Smc3/Smc4/Cenpa/Mis12/Tubgcp4/Dync1li1/Pds5b/Cep41/Nup160/Nedd1/Wapl/Cenpc1/Cdca8/Mzt1/Ywhag/Nup37/Ckap5/Plk1/Numa1/Sgo2a/Aurkb/Zwilch/Ercc6l/Cep135/Ccnb2/Nup43/Cdc20/Incenp/Ahctf1/Ninl/Spdl1/Cenpi/Ncapd2/Cenpn/Seh1l/Rcc2/Prkar2b/Tubgcp6/Plk4/Zwint/Kif2a/Ncapg/Cep76/Pcm1/Clasp1/Spc25/Ndc80/Kif18a/Rangap1/Ranbp2/Pcnt/Clip1/Nuf2/Tubb6/Nek2/Nup107/Ccnb1/Dync1h1/Smc2/Kif2c/Ncaph/Cdca5/Akap9/Cep192/Cep250/Sgo1/Cenpe/Cenpf/Cep290/Bub1b/Bub1/Cenpu/Kntc1"
"R-MMU-9615933","R-MMU-9615933","Postmitotic nuclear pore complex (NPC) reformation",21,-0.637437982144584,-1.91669317572748,0.00180570603105814,0.0379117939310556,0.0343555518008504,4726,"tags=86%, list=35%, signal=56%","Ube2i/Sec13/Nup98/Pom121/Ran/Nup133/Nup93/Nup160/Nup37/Rcc1/Nup43/Ahctf1/Seh1l/Nup155/Rangap1/Nup107/Nup188/Ndc1"
"R-MMU-3232142","R-MMU-3232142","SUMOylation of ubiquitinylation proteins",37,-0.520732973716673,-1.81423482945871,0.00177541056369285,0.0379117939310556,0.0343555518008504,4982,"tags=78%, list=37%, signal=50%","Trim27/Rae1/Pias4/Ube2i/Sec13/Nup98/Nup62/Nup153/Pom121/Nup54/Aaas/Nup133/Nup93/Nup88/Pias2/Nup160/Nup214/Mdm2/Nup37/Nup43/Seh1l/Nupl1/Nupl2/Nup155/Ranbp2/Nup107/Nup188/Tpr/Ndc1"
"R-MMU-2022857","R-MMU-2022857","Keratan sulfate degradation",12,0.78614752861425,1.77238400704723,0.00164991750412479,0.0379117939310556,0.0343555518008504,1309,"tags=50%, list=10%, signal=45%","Fmod/Ogn/Omd/Prelp/Acan/Lum"
"R-MMU-211945","R-MMU-211945","Phase I - Functionalization of compounds",55,0.560448555391733,1.69794472604822,0.00183306855676402,0.0379117939310556,0.0343555518008504,2594,"tags=42%, list=19%, signal=34%","Aldh1a1/Fmo1/Cyp2f2/Cyp2d22/Cmbl/Cyp26c1/Cbr3/Acss1/Cyp39a1/Tbxas1/Cyp27a1/Aoc3/Maob/Aldh1b1/Cyp1b1/Bphl/Cyp7b1/Cyp26b1/Fdx1/Mtarc2/Fmo2/Ephx1/Cyp4v3"
"R-MMU-159236","R-MMU-159236","Transport of Mature mRNA derived from an Intron-Containing Transcript",67,-0.410841679518826,-1.62431807016499,0.00185873605947955,0.0379117939310556,0.0343555518008504,4718,"tags=55%, list=35%, signal=36%","Gle1/Sec13/Nup98/Nup62/Nup153/Srsf11/Pom121/Thoc5/Nup54/Thoc2/Aaas/Slu7/Nup133/Nup93/Srrm1/Dhx38/Nup88/Zc3h11a/Rnps1/Nup160/Nup214/Thoc1/Cdc40/Fyttd1/Nup37/Srsf1/Nup43/Seh1l/Nupl1/Nupl2/Ncbp1/Nup155/Ranbp2/Nup107/Nup188/Tpr/Ndc1"
"R-MMU-163200","R-MMU-163200","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",98,0.491823991287292,1.60094383173155,0.00181036433582258,0.0379117939310556,0.0343555518008504,4428,"tags=65%, list=33%, signal=44%","Slc25a27/Ndufa5/Atp5k/Atp5e/Ndufa1/Ndufa6/Ndufa3/Ndufs6/Ndufc1/Ndufc2/Cox8a/Etfb/Ndufv3/Cox6b1/Ndufb4/Cox7c/Ndufa7/Ndufa2/Ndufb7/Ndufb2/Coq10b/Uqcrh/Cox7b/Ndufb3/Cox14/Ndufb8/Ndufb6/Uqcr10/Uqcr11/Ndufa13/Ndufaf6/Atp5j2/Uqcrq/Cox4i1/Ndufs4/Ndufs3/Ndufb11/Atp5l/Ndufb10/Ndufaf3/Cox6a1/Surf1/Ndufb9/Atp5h/Ndufb5/Atp5g1/Ndufab1/Cox5a/Dmac2l/Ndufv2/Atp5g3/Ndufa8/Ndufa9/Ndufaf5/Ndufs7/Etfa/Cox16/Ndufs8/Atp5j/Ndufaf2/Ndufa4/Nubpl/Ucp2/Ndufs2"
"R-MMU-1474244","R-MMU-1474244","Extracellular matrix organization",182,-0.313100718657498,-1.44340307199311,0.00187265917602996,0.0379117939310556,0.0343555518008504,888,"tags=22%, list=7%, signal=21%","Plod2/Mmp8/Itgb1/Sh3pxd2a/Itgav/Loxl2/Capn5/Ltbp1/Col5a1/Col4a2/Ceacam1/Mmp13/Sdc1/Itga6/P4ha2/Fgf2/Itgb3/Col18a1/Itga5/Loxl4/Col5a3/Fbn1/Eln/Adam12/Pxdn/Lox/Spp1/Fbn2/Col14a1/Col7a1/Fn1/Bmp2/Timp1/Col13a1/Scube1/Ctsk/Ibsp/Dmp1/Mmp9/Klk7"
"R-MMU-211859","R-MMU-211859","Biological oxidations",117,0.473312327173822,1.57263965214896,0.00210200243389755,0.0417037282885275,0.0377917911273371,2594,"tags=33%, list=19%, signal=27%","Aldh1a1/Sult4a1/Fmo1/Cyp2f2/Mgst1/Gstt1/Nnmt/Gstm7/Gstk1/Cyp2d22/Cmbl/Gstm5/Podxl2/Cyp26c1/Gstm1/Cbr3/Dpep1/Acss1/Gstm4/Cyp39a1/Tbxas1/Cyp27a1/Aoc3/Ggt1/Maob/Aldh1b1/Cyp1b1/Bphl/Ggt5/Cyp7b1/Cyp26b1/Fdx1/Hpgds/Acy3/Mtarc2/Fmo2/Gstm2/Ephx1/Cyp4v3"
"R-MMU-8956320","R-MMU-8956320","Nucleotide biosynthesis",14,-0.713061845747122,-1.92679405451158,0.00218272528843156,0.0424561467867471,0.0384736304710124,2977,"tags=71%, list=22%, signal=56%","Ppat/Gart/Adssl1/Adsl/Atic/Adss/Impdh1/Umps/Pfas/Cad"
